Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCL42,OUT027,6158.698505
FDR21,OUT045,2880.24346
NCW29,OUT035,2090.749032
FDO11,OUT013,4023.587826
NCM31,OUT049,2096.820765
FDV35,OUT019,334.9701945
FDF58,OUT017,921.4062786
NCE43,OUT049,2788.368673
FDA02,OUT035,2403.238277
DRL37,OUT010,97.95883073
FDR24,OUT018,1469.074635
FDW59,OUT049,1347.615601
FDS22,OUT049,695.3401045
FDW24,OUT017,704.109738
FDU24,OUT035,1524.857554
FDA21,OUT027,5231.668014
FDH58,OUT027,3063.177289
FDW36,OUT018,1592.682035
FDI45,OUT027,4788.881621
FDU01,OUT018,3087.748663
FDF35,OUT027,2682.824146
FDU43,OUT019,559.5401496
FDE24,OUT019,335.0059028
FDK50,OUT049,2642.274619
FDG31,OUT045,998.3195577
FDC60,OUT045,1461.704692
FDL36,OUT013,1461.704692
FDP21,OUT013,3098.230892
FDW16,OUT045,1461.704692
FDX02,OUT017,3774.721218
FDQ58,OUT027,3950.300454
FDT51,OUT046,1671.11938
FDD59,OUT049,1252.81279
NCM42,OUT018,1614.169303
FDA57,OUT018,693.4709577
FDZ48,OUT035,1699.482498
FDE46,OUT045,2436.658188
NCZ30,OUT019,288.179238
FDB56,OUT017,3097.289341
FDA25,OUT027,2655.257737
FDD20,OUT013,2080.963132
FDL25,OUT013,1481.997358
NCO18,OUT049,2882.439393
FDJ45,OUT017,693.1893188
FDR12,OUT035,2791.056754
NCF19,OUT010,98.88407406
FDK25,OUT046,2748.495267
NCR17,OUT046,1892.84302
FDC52,OUT046,2430.634551
NCA54,OUT017,2980.276385
FDR45,OUT010,572.8894555
NCM19,OUT049,1881.139317
FDF39,OUT027,5438.02343
FDX23,OUT049,1544.480279
FDD58,OUT027,2646.491138
FDX28,OUT013,1579.02548
NCD31,OUT013,2639.798517
FDU57,OUT018,2427.009291
FDI27,OUT046,702.2112747
NCM42,OUT046,1606.45521
FDD32,OUT027,2289.285359
FDI34,OUT013,3854.88494
NCM29,OUT049,2088.384442
FDG46,OUT018,1812.417346
DRC01,OUT010,94.06237622
FDB15,OUT027,6179.452046
NCA17,OUT027,3944.766002
FDF10,OUT046,2415.824043
FDR26,OUT027,5032.259551
FDI02,OUT049,1699.482498
NCM54,OUT010,295.4157334
FDF14,OUT013,2429.613403
FDJ33,OUT010,272.9333447
FDM20,OUT035,3970.477502
FDC03,OUT027,5464.158178
NCX05,OUT046,1929.632671
NCM41,OUT027,2540.016683
NCU29,OUT010,359.3987995
FDQ59,OUT017,1355.179103
FDH46,OUT010,231.5854302
FDH09,OUT013,709.4368546
NCD06,OUT045,702.2112747
FDC15,OUT035,2480.875732
DRD37,OUT027,1095.531239
FDT28,OUT027,3839.438254
FDR28,OUT027,4180.78081
FDT38,OUT017,1423.96429
FDV34,OUT027,1998.92262
FDY52,OUT035,946.1513143
FDB34,OUT013,1423.599148
DRL23,OUT018,1594.586682
DRB24,OUT046,2463.917824
FDJ50,OUT046,846.2547855
FDQ49,OUT035,2465.290492
FDP20,OUT035,2079.505322
FDV19,OUT027,4162.008829
NCR54,OUT045,3108.51888
FDO09,OUT010,597.8598192
FDS57,OUT018,2109.45351
FDN10,OUT049,1929.632671
FDV23,OUT049,2081.537256
FDY28,OUT049,3492.610504
DRG51,OUT013,2639.366754
FDD45,OUT019,237.7900114
NCL18,OUT027,5366.75698
NCM29,OUT013,2089.366901
FDF17,OUT027,5336.034601
FDE22,OUT017,2623.314382
FDQ22,OUT017,693.1893188
FDS01,OUT013,2938.976935
FDW35,OUT027,1094.896864
FDJ33,OUT046,2079.505322
NCF54,OUT035,2859.573935
FDE09,OUT013,1641.501589
NCE06,OUT045,2622.652277
DRH49,OUT049,1292.824241
FDY43,OUT045,2790.351926
NCT05,OUT017,4017.738744
FDZ34,OUT045,3104.045946
FDL38,OUT017,1436.470632
FDZ31,OUT017,3098.75985
FDR14,OUT035,846.6439485
NCN54,OUT049,1251.79381
NCC42,OUT027,3428.655411
FDK08,OUT017,1573.446871
FDP59,OUT013,1594.586682
FDV22,OUT035,2528.7742
FDD33,OUT035,3862.930763
DRE60,OUT027,6025.147787
FDK52,OUT046,3815.693741
FDA02,OUT017,2414.85749
FDM56,OUT049,1614.705214
FDE57,OUT035,2097.692734
FDM32,OUT045,1458.304934
NCQ30,OUT027,3094.43701
FDQ27,OUT027,2636.098863
FDT60,OUT027,3278.651453
FDU43,OUT049,3961.440339
NCO55,OUT035,1604.976905
FDG02,OUT045,3098.735963
FDJ28,OUT013,3098.72296
FDP40,OUT045,1697.953512
FDJ38,OUT045,3098.735963
NCC54,OUT017,3942.155921
NCZ41,OUT046,2081.537256
FDK38,OUT019,349.8954809
FDU52,OUT013,2473.577581
FDC40,OUT046,1150.986322
NCR30,OUT017,1067.668735
NCN18,OUT017,1697.953512
FDB50,OUT035,1251.79381
FDG04,OUT013,3096.197998
FDR26,OUT035,2878.573776
NCT17,OUT018,3090.007948
FDX35,OUT027,5833.945899
FDS12,OUT046,2083.748797
NCZ29,OUT027,3334.109874
FDB38,OUT010,362.819903
FDP12,OUT013,693.1893188
FDP22,OUT046,729.4910696
FDS26,OUT018,3754.58723
FDR52,OUT046,3105.870299
DRJ13,OUT046,2619.321909
FDU48,OUT027,3411.865785
FDE29,OUT035,905.4236832
NCT29,OUT049,2077.218567
DRK37,OUT018,3090.007948
FDK55,OUT046,1438.296625
FDR07,OUT046,1539.592521
FDO21,OUT027,6030.982008
FDK46,OUT049,4056.710966
FDB12,OUT045,1594.098563
FDT31,OUT027,5104.103809
FDJ33,OUT045,2079.505322
FDC26,OUT027,2845.632765
NCQ02,OUT045,3096.211001
FDP08,OUT010,517.9552313
FDB11,OUT027,5870.538016
FDV55,OUT013,2414.173589
FDW20,OUT049,2077.218567
NCJ18,OUT019,303.2561524
FDC41,OUT018,1128.560082
FDE14,OUT027,2655.257737
FDG35,OUT013,2844.838133
FDF45,OUT035,846.6439485
FDS19,OUT027,2177.886888
FDS58,OUT019,398.3364455
FDA26,OUT017,3582.227506
FDM32,OUT049,1442.246145
FDL45,OUT046,2082.331658
FDZ55,OUT049,2593.158438
FDY37,OUT049,2097.692734
FDO46,OUT046,3098.692674
FDQ60,OUT046,2046.50163
FDA19,OUT018,2088.919223
FDL15,OUT046,2463.609814
FDM10,OUT018,3345.443948
NCL05,OUT017,693.4709577
DRK49,OUT010,86.34292809
NCE18,OUT027,6242.52571
FDG40,OUT049,693.1893188
DRI59,OUT045,3656.625892
FDK28,OUT035,4017.644207
NCD06,OUT019,104.2879025
FDO11,OUT019,535.5806053
FDK27,OUT046,2033.769342
FDT43,OUT027,1275.506338
FDD38,OUT018,1590.582652
FDA16,OUT049,3567.164036
FDL14,OUT027,3990.627136
NCM17,OUT049,693.7375204
FDD20,OUT045,2078.344344
FDA40,OUT045,1448.169737
FDL43,OUT045,1251.277608
FDV15,OUT045,1592.220509
FDE52,OUT046,1459.675758
NCL17,OUT010,341.0011344
NCJ31,OUT045,3953.644487
FDR60,OUT045,1251.79381
NCA18,OUT035,1925.551713
FDS21,OUT027,1821.03178
FDW09,OUT035,1251.79381
FDL26,OUT035,2464.419096
FDS47,OUT018,1459.163284
FDC39,OUT046,3372.686134
FDT51,OUT035,1677.180913
FDK40,OUT035,4073.220888
NCG19,OUT045,3900.566889
FDZ07,OUT046,933.5422645
FDF08,OUT027,2507.602466
FDO04,OUT013,846.2547855
FDK41,OUT018,1355.179103
FDP15,OUT049,4010.477751
NCD43,OUT018,1594.098563
NCP18,OUT013,2418.058499
FDZ51,OUT046,1494.917141
DRH13,OUT035,1609.374212
FDF38,OUT045,693.4709577
NCI43,OUT045,702.984486
FDM38,OUT027,1663.234972
FDS03,OUT013,1019.479039
DRJ47,OUT017,2854.800483
FDT50,OUT010,221.3041629
FDV02,OUT046,2859.302758
NCG18,OUT017,1592.682035
FDW52,OUT046,2649.01627
FDS40,OUT035,693.1893188
FDN31,OUT017,3098.75985
FDA37,OUT045,2077.218567
FDA15,OUT046,4024.149193
FDL39,OUT046,2979.404375
FDJ53,OUT045,2077.218567
FDX22,OUT013,3496.475902
NCZ42,OUT045,3972.704097
FDD56,OUT027,4908.214667
FDD40,OUT017,3106.690669
FDS50,OUT013,3584.059121
NCN14,OUT013,3094.993166
FDT15,OUT013,3096.197998
NCS18,OUT027,2670.549661
NCO26,OUT010,270.1855509
FDF58,OUT018,918.9706767
NCB19,OUT013,1426.258784
FDH26,OUT017,2095.746612
DRB24,OUT027,3907.349239
FDA49,OUT018,1423.96429
FDB32,OUT045,1527.272985
FDI36,OUT017,3118.035544
NCA17,OUT010,337.2108579
FDH22,OUT013,2080.963132
NCM26,OUT018,2459.502201
FDT15,OUT027,5233.62664
FDB16,OUT018,1434.621595
NCP54,OUT027,3277.807108
FDJ36,OUT013,1590.582652
FDO28,OUT045,2047.534755
FDU09,OUT013,846.2547855
FDF29,OUT017,2084.211329
FDY08,OUT013,2093.288019
DRJ59,OUT018,693.1893188
FDT23,OUT027,2185.204679
FDU15,OUT018,693.1893188
FDT47,OUT013,1545.261489
FDI53,OUT019,394.7222232
FDR59,OUT018,3760.483164
FDD53,OUT035,693.4709577
FDY51,OUT017,3557.368052
FDT04,OUT049,693.1893188
FDU51,OUT049,2880.529733
FDG14,OUT035,2430.15314
NCU06,OUT045,3848.873363
DRG25,OUT046,3096.167712
DRH49,OUT035,1357.133562
FDN15,OUT035,2092.180012
FDL43,OUT018,1149.750709
NCT18,OUT049,3098.112358
NCB31,OUT013,4052.471957
FDK57,OUT035,2015.805873
FDY04,OUT019,370.2550405
NCP54,OUT046,2077.218567
FDF41,OUT013,3963.862733
FDM01,OUT045,1592.220509
FDW03,OUT045,1594.098563
FDF28,OUT045,2077.218567
FDY37,OUT017,2098.302441
FDQ03,OUT017,3905.177249
FDP51,OUT027,3066.08108
FDJ40,OUT017,1675.703659
FDC32,OUT049,1494.917141
DRI49,OUT027,2305.533005
NCW54,OUT017,846.2547855
FDF09,OUT017,693.1893188
FDP45,OUT018,3712.089562
DRJ23,OUT018,3087.748663
FDS59,OUT017,1679.55749
FDY08,OUT046,2092.180012
FDX16,OUT049,2415.218305
FDY16,OUT018,3087.748663
FDK32,OUT035,2447.538491
FDQ22,OUT013,693.1893188
NCC31,OUT018,2486.188242
FDG58,OUT049,2462.793904
DRF48,OUT013,3097.662036
DRH36,OUT049,1052.496559
NCR30,OUT035,1128.560082
FDB03,OUT019,559.8003152
FDZ28,OUT027,3339.691794
FDR35,OUT017,3128.715438
DRD15,OUT027,6235.171388
FDJ33,OUT019,289.1089688
FDA56,OUT010,224.3243234
FDP56,OUT046,702.2112747
NCT30,OUT046,702.2112747
FDK15,OUT017,1575.781511
FDH44,OUT018,2413.56465
FDV01,OUT013,2469.794245
DRG03,OUT017,2436.350179
FDG50,OUT027,2508.254861
FDR16,OUT010,555.6595234
FDZ60,OUT046,1606.45521
DRG03,OUT045,2463.985707
FDS56,OUT018,3800.282883
FDU33,OUT045,701.6960158
DRD27,OUT035,1572.174087
FDW22,OUT046,3748.073991
DRA24,OUT045,2640.04795
FDF38,OUT049,693.1893188
FDX48,OUT013,2464.351213
FDS58,OUT018,2595.313156
FDC32,OUT046,1491.177493
NCQ29,OUT045,4045.019018
DRK39,OUT018,1357.133562
NCS38,OUT017,1895.094749
DRO47,OUT013,1699.482498
DRG27,OUT027,1095.511836
FDC57,OUT027,5359.156859
FDS55,OUT046,2414.173589
NCJ06,OUT018,2050.771726
FDO01,OUT019,298.4445342
NCM55,OUT045,3096.211001
FDC52,OUT049,2434.655127
FDQ15,OUT045,1289.809216
NCT30,OUT027,1265.972638
NCR42,OUT027,1095.900643
FDD28,OUT035,846.9799124
FDQ34,OUT049,1594.098563
FDZ12,OUT027,3441.504057
DRE13,OUT019,221.6189376
NCN07,OUT019,304.8609339
FDM28,OUT035,2975.566899
FDI10,OUT017,2856.491623
FDQ25,OUT013,2791.078395
FDA38,OUT010,633.1583091
DRI13,OUT049,3502.961525
FDY20,OUT027,2512.556038
NCZ53,OUT035,3096.62375
NCM31,OUT013,2402.554375
DRB01,OUT017,3097.698926
DRF37,OUT046,4044.747186
NCF42,OUT049,2881.11934
FDF16,OUT018,2416.833541
FDB41,OUT013,702.2112747
FDR34,OUT013,3853.88021
FDR15,OUT018,2479.439276
NCV42,OUT019,272.5547947
FDW51,OUT035,3498.969973
FDU36,OUT017,1545.261489
FDX60,OUT049,1323.814287
FDY03,OUT035,1872.576197
FDW55,OUT045,3985.75038
FDT01,OUT010,562.9134397
FDG58,OUT013,2469.794245
FDK21,OUT017,4014.143669
NCS41,OUT019,452.9126104
FDS10,OUT045,3054.486286
NCT53,OUT046,2650.144475
FDJ28,OUT018,3091.478457
FDX44,OUT045,1438.296625
FDT20,OUT018,693.1893188
FDO44,OUT017,1641.501589
NCX17,OUT049,3912.462173
FDY01,OUT017,1929.16594
FDJ12,OUT027,5613.398951
DRK35,OUT018,693.1893188
FDD47,OUT019,402.9600124
NCM53,OUT035,1602.91234
FDO45,OUT013,1436.470632
NCM42,OUT010,258.130422
FDE04,OUT046,2937.741816
NCI30,OUT027,6173.382286
FDZ19,OUT013,2859.94827
FDW57,OUT013,2881.059397
FDA25,OUT013,1590.582652
FDT22,OUT046,872.8688143
FDP51,OUT013,1977.583158
FDD48,OUT027,3063.82302
FDY39,OUT035,3096.62375
FDO48,OUT010,590.5277047
FDD23,OUT027,5234.591804
DRN35,OUT027,1095.840252
FDT01,OUT035,3498.508349
FDC20,OUT010,165.7027378
DRJ35,OUT035,934.4540417
FDB32,OUT046,1503.667776
FDL24,OUT046,2860.622811
NCV42,OUT035,1745.796252
FDZ46,OUT046,1614.705214
FDC15,OUT013,2480.499839
FDD08,OUT019,77.30638482
FDY50,OUT049,1458.304934
FDD36,OUT013,2011.475316
FDG57,OUT027,1270.314123
FDL21,OUT018,693.4709577
FDN16,OUT027,2655.257737
FDJ09,OUT027,1097.163523
FDS01,OUT010,447.0788046
FDV33,OUT017,4049.782798
DRE12,OUT017,1895.094749
FDR07,OUT013,1545.261489
FDP48,OUT010,456.8763485
NCB55,OUT035,846.9799124
FDQ08,OUT013,897.216467
FDR34,OUT035,3882.290845
FDO33,OUT046,1700.497927
FDP13,OUT045,693.1893188
FDX12,OUT049,3975.558473
NCT06,OUT049,2735.358372
FDR16,OUT019,568.5371413
FDE36,OUT046,2650.452485
FDZ36,OUT049,3098.112358
FDV13,OUT045,1444.181382
NCZ17,OUT035,693.1893188
FDU56,OUT045,3095.595776
FDM09,OUT035,2839.304487
FDV02,OUT017,2859.745826
FDS34,OUT018,1812.417346
FDA11,OUT049,1527.272985
FDP09,OUT017,3496.361188
FDB29,OUT027,3047.43107
FDT19,OUT017,2860.361052
DRH15,OUT017,695.3401045
FDY38,OUT046,3853.806694
FDF14,OUT027,3839.079946
FDN48,OUT010,224.1892667
FDQ12,OUT013,3864.943292
NCJ43,OUT045,2861.041992
FDE17,OUT019,322.4855038
FDB05,OUT035,3999.036608
FDH10,OUT045,3092.578369
NCR06,OUT017,693.4709577
FDU32,OUT018,2077.218567
FDD56,OUT049,2861.862629
FDO36,OUT018,2976.820425
FDH16,OUT010,218.8158065
FDX10,OUT018,693.1893188
FDZ37,OUT017,1444.181382
FDU31,OUT010,570.5293616
DRC49,OUT049,2098.302441
FDL15,OUT045,2436.350179
FDN32,OUT019,526.7907983
DRH59,OUT027,1906.43501
NCU29,OUT049,2415.526315
FDR37,OUT019,469.9664725
FDS14,OUT018,2517.661862
FDU02,OUT027,6018.633446
FDJ08,OUT035,3108.284364
NCZ06,OUT045,3997.543787
FDO31,OUT049,1325.502087
FDH31,OUT018,1579.243082
FDS58,OUT017,2594.64505
NCA53,OUT027,1270.826013
FDF50,OUT046,3119.241145
NCW42,OUT049,3732.723783
NCQ17,OUT045,2487.624697
FDK51,OUT018,3825.451437
NCW41,OUT010,409.6952897
NCR29,OUT017,846.2547855
FDB08,OUT019,373.4557117
FDA40,OUT027,2439.883429
FDL14,OUT018,2535.603277
FDB47,OUT046,3443.033237
FDO03,OUT035,3841.127809
DRK13,OUT019,484.4474163
FDX13,OUT010,558.3169924
FDF52,OUT046,3096.167712
FDT11,OUT013,3097.252451
FDB08,OUT013,2595.002945
FDQ28,OUT018,2479.131267
FDD29,OUT045,4023.857222
NCQ29,OUT027,6267.495027
NCO02,OUT013,1019.914817
FDR56,OUT010,504.6838366
NCM54,OUT049,2080.963132
FDP51,OUT035,1929.632671
FDT38,OUT013,1404.640264
FDZ20,OUT018,3713.95353
FDJ53,OUT013,2067.825942
FDX13,OUT049,4006.588727
FDP58,OUT035,3587.570659
NCK31,OUT019,144.9755067
FDA35,OUT018,2077.218567
FDV37,OUT018,3115.953268
NCO07,OUT027,5589.536199
FDA20,OUT045,3096.211001
FDZ59,OUT035,2772.553613
NCY17,OUT017,695.3401045
FDQ28,OUT035,2460.487031
FDV35,OUT017,2470.170137
FDQ36,OUT013,693.1893188
FDD34,OUT018,2635.056766
FDK51,OUT045,4155.449935
FDV31,OUT035,2861.167298
FDR04,OUT035,1539.592521
FDR14,OUT049,846.2547855
DRC36,OUT010,419.146071
FDE39,OUT019,290.255952
FDP57,OUT049,1594.098563
FDE57,OUT046,2096.820765
NCN18,OUT046,1683.76333
NCQ05,OUT018,2418.186648
FDW47,OUT035,2051.340107
FDV46,OUT035,2091.641111
NCP29,OUT045,962.8397236
FDE09,OUT018,1665.459077
NCU06,OUT027,6162.582994
FDT19,OUT010,428.1181222
DRF15,OUT017,2434.481725
DRI51,OUT013,2789.243067
NCX54,OUT013,1594.098563
DRE01,OUT013,3965.217761
NCB07,OUT045,3107.43068
FDU50,OUT035,1893.890739
FDG40,OUT035,693.1893188
FDW10,OUT018,2836.837959
FDX51,OUT013,3107.858612
NCP17,OUT045,1008.836637
FDP21,OUT035,3096.62375
FDL04,OUT045,1594.586682
FDV23,OUT013,2077.218567
FDF24,OUT046,1324.953519
FDH56,OUT027,3047.296419
FDB51,OUT049,920.58527
FDI58,OUT027,2584.025337
FDR20,OUT013,702.2112747
FDC51,OUT018,2077.218567
FDB16,OUT027,2440.411796
FDE40,OUT049,905.4236832
NCM17,OUT035,693.7375204
FDU56,OUT035,3096.008525
FDS32,OUT019,303.3989449
FDX02,OUT049,3785.587682
FDT39,OUT027,3984.314957
FDE35,OUT017,846.6439485
NCI42,OUT019,682.9590973
DRL23,OUT046,1594.586682
FDA10,OUT046,2077.218567
FDA11,OUT013,1527.272985
NCM06,OUT046,2469.794245
NCT05,OUT035,4047.48351
NCQ02,OUT010,584.2264469
NCY06,OUT049,2087.853688
FDY56,OUT035,3791.058619
FDL02,OUT035,1594.098563
NCI06,OUT035,2891.71771
FDQ14,OUT045,2419.171479
FDQ12,OUT017,3821.554785
FDP36,OUT046,702.2112747
FDK21,OUT027,6690.480453
FDO40,OUT045,2415.902207
NCK54,OUT019,234.4423275
FDY09,OUT018,2873.225725
NCW30,OUT049,4072.300471
NCC55,OUT027,1095.635078
FDE58,OUT018,1929.632671
FDR39,OUT013,3094.993166
FDU28,OUT049,3096.907525
FDH08,OUT017,3838.190754
FDG35,OUT045,2844.809643
FDG22,OUT049,693.1893188
FDC34,OUT035,2519.881458
FDP15,OUT018,3714.647016
FDK34,OUT010,580.4276224
FDU45,OUT035,1926.091941
FDQ04,OUT027,1095.708852
FDX22,OUT018,3344.488087
FDB45,OUT017,1592.682035
NCH43,OUT027,5631.170525
DRE60,OUT046,3777.638906
FDD17,OUT027,6233.088955
NCM54,OUT017,2083.748797
NCH55,OUT013,2083.748797
NCT06,OUT017,2650.280328
FDA48,OUT027,5756.783482
FDY58,OUT027,6246.203589
FDO25,OUT045,3491.992503
FDN50,OUT045,1524.857554
FDH35,OUT035,2649.771573
FDK09,OUT045,3820.598352
FDO16,OUT013,1347.615601
FDW11,OUT045,1018.402391
FDU47,OUT027,3437.78537
NCQ42,OUT010,292.2696761
FDK55,OUT027,2508.925993
FDN08,OUT049,1927.619432
FDT57,OUT045,3941.737083
FDJ12,OUT018,3321.672784
DRL59,OUT017,737.5313893
NCN53,OUT046,693.1893188
FDO51,OUT010,90.02179115
FDK56,OUT017,3097.289341
FDY12,OUT035,755.9602012
FDU15,OUT035,693.1893188
FDQ19,OUT046,3979.586984
DRF15,OUT045,2464.293716
DRE25,OUT019,235.159201
FDK57,OUT018,2015.805873
FDD33,OUT010,568.0142624
FDR34,OUT027,6191.957474
FDU04,OUT045,2076.601528
FDE35,OUT019,176.9299222
NCD31,OUT035,2640.600161
FDJ56,OUT035,1575.098461
NCU53,OUT046,2648.132468
FDD39,OUT035,3501.665823
NCU17,OUT019,247.2376582
FDJ20,OUT046,2077.218567
NCW41,OUT018,2525.237746
FDL52,OUT035,693.1893188
FDS39,OUT035,2097.692734
DRJ47,OUT045,2859.132332
FDP13,OUT010,90.56328024
DRK39,OUT010,205.6694577
FDF28,OUT010,285.3400715
FDB09,OUT045,2081.537256
FDM51,OUT046,1573.446871
DRM49,OUT018,700.122916
DRF23,OUT013,2861.948352
DRH01,OUT035,2860.134688
FDH12,OUT027,2664.641156
FDA28,OUT019,290.7244613
FDW37,OUT018,1461.704692
FDF02,OUT046,1592.682035
DRL37,OUT046,693.7375204
NCF43,OUT046,2097.692734
FDH08,OUT010,553.490557
FDR34,OUT019,574.6730797
NCK19,OUT049,3109.772972
NCD55,OUT018,693.4709577
FDT27,OUT049,3863.550118
FDQ57,OUT045,2414.85749
FDA47,OUT035,2638.914276
DRG15,OUT027,1823.837304
FDE05,OUT018,2413.56465
FDN46,OUT046,1579.02548
FDX27,OUT027,2546.061044
FDT51,OUT045,1665.459077
FDU33,OUT013,695.3401045
FDJ16,OUT027,1690.040497
FDD20,OUT019,290.6254507
FDT36,OUT049,693.1893188
DRF15,OUT027,3866.013404
FDN52,OUT010,207.0996668
FDC22,OUT027,5406.643975
FDX15,OUT045,2596.981935
FDT13,OUT013,3096.197998
FDU04,OUT017,2075.524095
FDU31,OUT019,555.4252706
FDW59,OUT027,2437.497118
NCO29,OUT046,2650.452485
FDL15,OUT035,2434.743612
FDI41,OUT049,2414.173589
FDQ48,OUT049,1570.974562
DRI39,OUT013,846.2547855
FDI08,OUT013,4012.441899
FDC21,OUT049,1661.519569
FDF58,OUT035,942.4919513
FDS08,OUT010,470.7120397
FDE47,OUT045,2077.218567
NCP18,OUT019,340.8559666
NCR41,OUT013,1545.261489
FDA27,OUT013,4017.428728
FDA43,OUT035,3108.284364
FDA49,OUT045,1430.33112
NCE55,OUT018,2874.313345
DRM49,OUT027,1097.978942
FDF22,OUT027,5601.303225
FDQ15,OUT018,1291.77241
NCS54,OUT017,2861.615173
NCY05,OUT013,693.1893188
FDR45,OUT046,3964.147275
FDK57,OUT049,2076.601528
FDF41,OUT010,558.0848002
FDV21,OUT046,2081.879327
FDD51,OUT046,701.9270609
FDF33,OUT046,1614.705214
FDA38,OUT046,3957.762385
FDR56,OUT045,3109.134106
NCN41,OUT017,2077.218567
FDC60,OUT027,2460.090385
FDB47,OUT045,3444.219287
DRH01,OUT013,2859.333044
FDW08,OUT046,1594.586682
FDF38,OUT027,1095.900643
FDY32,OUT017,2640.068214
FDG34,OUT049,1614.705214
FDG47,OUT019,585.8815729
NCF18,OUT035,3097.943879
FDL39,OUT019,470.8195255
NCH55,OUT035,2082.331658
DRJ35,OUT049,905.7789176
FDS44,OUT035,3957.167127
DRE01,OUT018,3662.833231
FDY39,OUT013,3096.197998
FDY32,OUT018,2628.230159
FDR33,OUT027,3016.583143
NCP50,OUT049,1324.953519
FDZ47,OUT018,1561.915397
FDU57,OUT049,2433.797823
FDY44,OUT013,3107.858612
DRH59,OUT018,1064.55632
FDB03,OUT027,6191.358696
FDY46,OUT045,3095.006169
FDM39,OUT045,2880.209101
FDY36,OUT035,1122.483656
NCM55,OUT035,3096.62375
FDJ50,OUT010,151.5682314
DRL60,OUT013,2428.787057
NCJ54,OUT049,3857.696706
FDX59,OUT017,693.1893188
FDI07,OUT013,3172.896803
DRF51,OUT010,96.19150906
FDM14,OUT017,1614.705214
FDP21,OUT045,3096.211001
FDE40,OUT035,998.3195577
FDE05,OUT035,2414.85749
FDM13,OUT027,3416.872323
FDC34,OUT027,3965.275011
NCI55,OUT018,2077.218567
NCE43,OUT018,2779.70826
FDW58,OUT018,1606.45521
FDG60,OUT045,3901.702287
FDV31,OUT017,2862.884184
FDR47,OUT013,3107.243387
FDM60,OUT019,81.14733151
NCF06,OUT018,3758.370945
NCN26,OUT027,3063.82302
FDQ59,OUT049,1423.084469
FDF09,OUT046,693.1893188
NCS06,OUT017,4102.732004
FDT44,OUT046,1931.80079
FDI19,OUT017,3949.124935
FDT22,OUT017,898.787987
NCF54,OUT027,4246.504508
DRG25,OUT045,3096.211001
FDB59,OUT017,3118.103488
FDQ37,OUT017,3105.847429
FDP56,OUT035,702.2112747
FDW44,OUT035,2861.057923
FDJ26,OUT010,562.2436117
FDU43,OUT018,3629.211576
FDW33,OUT045,1594.586682
NCX53,OUT027,3459.966034
FDN56,OUT010,378.2782999
DRF15,OUT049,2434.105833
FDO33,OUT017,1895.094749
FDZ39,OUT010,234.5800494
NCJ19,OUT017,846.2547855
FDU01,OUT035,3095.418917
FDT12,OUT035,3781.262733
NCM18,OUT018,933.5422645
FDP19,OUT017,2084.211329
NCR42,OUT049,693.1893188
FDN10,OUT046,1950.801063
FDG44,OUT017,846.2547855
FDQ10,OUT046,2856.356565
DRH13,OUT049,1594.586682
FDT52,OUT013,3971.353281
FDM56,OUT045,1671.616668
NCO43,OUT010,237.7694564
NCV29,OUT035,2881.326677
NCF06,OUT013,4070.274644
FDO50,OUT035,1469.074635
FDT59,OUT013,3884.201731
FDX40,OUT027,1095.306662
FDE50,OUT017,3095.030056
FDX51,OUT017,3118.035544
NCD30,OUT018,1561.915397
FDK15,OUT013,1577.252823
FDL12,OUT045,918.9706767
FDK46,OUT017,4026.117426
DRH49,OUT010,197.7438641
FDQ57,OUT046,2414.481598
FDY59,OUT017,1494.917141
FDO09,OUT018,3754.166351
NCG30,OUT035,2082.331658
FDM09,OUT017,2779.81138
NCN17,OUT027,2654.860067
NCS42,OUT013,1460.394591
FDD02,OUT019,287.9433968
FDE34,OUT013,3095.671975
FDU38,OUT045,3107.871615
FDB33,OUT046,2533.816966
NCJ29,OUT017,1430.33112
FDZ27,OUT035,702.2112747
FDI40,OUT013,1573.446871
FDG22,OUT013,693.1893188
FDT51,OUT017,1671.11938
FDF20,OUT018,3114.445639
FDV50,OUT035,2077.218567
FDT02,OUT049,693.1893188
DRC49,OUT017,2413.6242
FDF26,OUT049,2429.777247
FDV52,OUT035,1966.586731
FDX59,OUT049,693.1893188
FDV25,OUT035,3662.855297
FDW23,OUT027,1095.708852
FDE53,OUT018,1606.45521
FDA19,OUT017,2088.919223
FDH22,OUT046,2082.331658
NCO41,OUT013,1546.862389
FDX12,OUT017,3957.717243
FDF17,OUT013,3117.998654
FDS11,OUT045,3732.210671
FDR51,OUT035,2419.171479
FDT49,OUT010,239.4315331
FDC56,OUT013,2056.904595
FDR13,OUT027,3065.084865
FDQ60,OUT035,2064.081554
FDN38,OUT049,3995.733788
NCL29,OUT013,2545.629679
FDO13,OUT027,4135.008113
FDE26,OUT018,2401.637427
FDA31,OUT010,409.4105305
FDX14,OUT035,1123.543754
FDA34,OUT045,2861.591286
FDF26,OUT013,2458.648692
FDE38,OUT045,2749.327197
DRI11,OUT046,1881.139317
FDQ60,OUT027,3063.267768
FDL21,OUT027,1094.896864
DRC12,OUT027,5365.842318
FDC47,OUT046,3818.927571
FDE57,OUT045,2092.180012
FDT14,OUT045,2063.495085
NCZ53,OUT046,3098.200606
FDE28,OUT018,3560.058649
FDR19,OUT035,2403.410572
